,question_text,question_topic
2454,What's the difference in overall size between these two dutch ovens #16-9502220 and  #16-5617279?,Product Comparison
2455,What kind of material is the inside composed of in these two pairs of boots 238232 and 238646?,Product Comparison
2456,Do you know which boots have a shorter shaft height- ITEM# MH00363 or ITEM# MH00118?,Product Comparison
2457,"I might buy a wheat grass powder from your site but if I end up not liking the taste of it after trying it, would I be able to return for a refund?",Returns & Refunds
2458,What's the difference in size between the Ellison Recliners #536342 and the Dalton Recliners #114207?,Product Comparison
2459,Do you know which printer prints better quality color photos- Item: 236208 or Item: 2256781?,Product Comparison
2460,"I might buy a wheat grass powder from your site but if I end up not liking the taste of it after trying it, would I be able to return for a refund?",Returns & Refunds
2461,"I might buy a wheat grass powder from your site but if I end up not liking the taste of it after trying it, would I be able to return for a refund?",Returns & Refunds
2462,Do you know which printer prints better quality color photos between these two printers 714234 and 639064?,Product Comparison
2463,I am looking for a women's winter coat. What's the thickest or warmest coat you have in a small?,Product Availability
2464,"Between the stay in place lip pencil and the automatic lip pencil duo, which one has a longer wear time? I'm looking for something more long-lasting for the days when I have to work long hours and don't have time to reapply.",Product Comparison
2465,"Between these two push lawn mowers I'm looking at 632477 and 421864 which one can hold a charge the longest? I have a large yard, so I figured I'd check on that.",Product Comparison
2466,Which wallet could hold more cards- the miss piggy pwru5453 or cedar street pwru3905?,Product Comparison
2467,"Between the Sun Joe lawn mower model#MJ408E and the Black & Decker lawn mower model#MM2000, which one can hold a charge the longest? I have a large yard, so I figured I'd check on that.",Product Comparison
2468,I am looking for a women's winter coat. What's the thickest or warmest coat you have in a small?,Product Availability
2469,What's the difference in size between the Rhys mid century leather recliner and the Sedgwick leather recliner?,Product Comparison
2470,Do you have any cowhide ottomans?,Product Availability
2471,Are both of these workout tanks 3711075 and 3711427 about the same length in size 6?,Product Comparison
2472,Do you know which takes less time to fully charge- the Samsung Galaxy Tab A NOOK or the Samsung Galaxy Tab E NOOK?,Product Comparison
2473,Could you tell me if either the spacedye polo item #638329 or the jersey polo item #351127 are sweat-wicking shirts? Are either of these machine-washable?,Product Comparison
2474,Do you have any queen platform beds in black?,Product Availability
2475,"I might buy a wheat grass powder from your site but if I end up not liking the taste of it after trying it, would I be able to return for a refund?",Returns & Refunds
2476,Do you know which boots have a shorter shaft height- the Gore Tex Cresta Hiking Boots item:TA155036 or the Hunter's Boa Hiking Boots item: TA282778?,Product Comparison
2477,"Im thinking this modular kit mpn962992 would work well in my Jeep, but I would like one that has an additional lock. Do you have any that not only lock to the unit, but also have an additional lock?",Product Availability
2478,Do you know which boots have a shorter shaft height between these two boots E2596 and C2499 in 10 medium?,Product Comparison
2479,"Between the Bite Beauty lip pencil item 1906379 and the Urban Decay lip pencil item 1724921, which one has a longer wear time? I'm looking for something more long-lasting for the days when I have to work long hours and don't have time to reapply.",Product Comparison
2480,do you know which boots have a shorter shaft height- the Eastland Brent Boots item: 127039 or the Eastland Lumber Up Boots item:105375?,Product Comparison
2481,"The Bio-clock anti-aging system looks great! I just wanted to ask when I'd receive it if I order today with standard shipping speed and have it sent to Laie, HA 96762?",Shipping
2482,Do you have any men's wool socks that would fit a size 10 foot?,Product Availability
2483,Do you know which boots have a shorter shaft height between these 384255 and 442291 size 7 for both?,Product Comparison
2484,"I want to purchase the NOOK GlowLight Plus but wanted to ask you if you'd be able to overnight it to me in Calabasas, CA?",Shipping
2485,"Do you provide any shipping benefits, such as reduced costs, for people who sign up for an account on your website? I wasn't sure if that made a real difference or not.",Sales/Promotions
2486,Do you have any free shipping promotions happening at the moment? There are a few items I want to order and wanted to see if you cover shipping charges with a minimum purchase amount.,Sales/Promotions
2487,"I want to get this blue Oxford shirt (TA251423) but wanted to see when you think I'd receive this if I order today and have it sent to St. Louis, MO?",Shipping
2488,"When is the estimated delivery date if I was to order the Optimum Nutrition creatine (352339) and have it sent to Boston, MA?",Shipping
2489,"I want to get this crane drop humidifier (95841022) but wanted to see when you think I'd receive this if I order today and have it sent to St. Louis, MO?",Shipping
2490,"If I was to create an account on your website, would I get discounted prices rather than just buying as a guest?",Sales/Promotions
2491,Could you tell me when my order [REDACTED] is expected to arrive? Is it too late to choose a faster shipping speed if I wanted to?,Omnichannel
2492,"I've never thought to ask this before, but now it seems obvious: are there any promo codes you could share with me for making a purchase online with you guys?",Sales/Promotions
2493,Do you have a members program I could look into joining?,Sales/Promotions
2494,"I want to get this keyhole dress, style number 117348726, but wanted to see when you think I'd receive this if I order today and have it sent to St. Louis, MO?",Shipping
2495,"Do you provide any shipping benefits, such as reduced costs, for people who sign up for an account on your website? I wasn't sure if that made a real difference or not.",Sales/Promotions
